player1,player2,p1Score,p2Score
class battle.controllers.Memo.MemoController1,class battle.controllers.Naz.Naz_AI,90,20,0,0,406,959.3812085271271,314.0821081586769,211.16195278087977,220.5580056657654
class battle.controllers.Memo.MemoController1,class battle.controllers.Naz.Naz_AI,570,30,0,0,660,787.3665726194273,609.6003804397556,345.95267696629395,361.6605336483332
class battle.controllers.Memo.MemoController1,class battle.controllers.Naz.Naz_AI,310,20,0,0,560,808.061132645526,520.4071327672102,295.3173594931125,310.99419093536727
class battle.controllers.Memo.MemoController1,class battle.controllers.Naz.Naz_AI,350,20,0,0,627,817.0390296073442,570.6889807222941,330.71010556539704,341.13718080553366
class battle.controllers.Memo.MemoController1,class battle.controllers.Naz.Naz_AI,80,20,0,0,354,612.0342746827918,252.58787904522515,187.8105133268643,196.39240351533218
class battle.controllers.Memo.MemoController1,class battle.controllers.Dani.DaniController,0,50,0,45,1000,1871.240210893912,1790.0733511425485,2278.8674595856214,1933.8150660100093
class battle.controllers.Memo.MemoController1,class battle.controllers.Dani.DaniController,0,30,0,46,1000,2101.745242768224,2141.7779945565762,2205.6434828019824,1940.6943494040502
class battle.controllers.Memo.MemoController1,class battle.controllers.Dani.DaniController,90,50,0,32,1000,1755.9139936364122,1728.919357261827,1903.59067618419,2094.908589687035
class battle.controllers.Memo.MemoController1,class battle.controllers.Dani.DaniController,70,30,0,39,1000,1662.970429413573,1564.7728225759254,2131.385689626,1966.1951997445185
class battle.controllers.Memo.MemoController1,class battle.controllers.Dani.DaniController,0,70,0,46,1000,2011.6341275591894,2129.82333214145,2363.8295893259233,1877.6491824954467
class battle.controllers.Memo.MemoController1,class battle.controllers.Memo.MemoControllerRandom,200,120,0,25,1000,1543.0604588952942,1428.1804188649346,1637.1741924967089,1846.525080827896
class battle.controllers.Memo.MemoController1,class battle.controllers.Memo.MemoControllerRandom,60,190,0,9,1000,1905.741741174456,1509.7151482793406,1446.3968947584053,1362.031012241623
class battle.controllers.Memo.MemoController1,class battle.controllers.Memo.MemoControllerRandom,80,60,0,55,1000,1698.7067752410362,1262.5004871884003,1812.6338846040373,1457.1734124703582
class battle.controllers.Memo.MemoController1,class battle.controllers.Memo.MemoControllerRandom,140,160,0,29,1000,1855.2883200279875,1561.095193008243,1847.810080650587,1203.1512205592994
class battle.controllers.Memo.MemoController1,class battle.controllers.Memo.MemoControllerRandom,30,30,0,43,1000,1638.1902507841112,1431.755198415293,1668.6004411794001,1963.6510930925087
class battle.controllers.Memo.MemoController1,class battle.controllers.FireForwardController,50,410,0,0,783,901.1549009758473,624.8588846501773,2318.0672112108286,0.0
class battle.controllers.Memo.MemoController1,class battle.controllers.FireForwardController,10,0,0,0,721,1077.7967532749913,609.1905922235572,2132.0672112108286,0.0
class battle.controllers.Memo.MemoController1,class battle.controllers.FireForwardController,30,70,0,0,756,912.8144284727078,435.94345429246545,2237.0672112108286,0.0
class battle.controllers.Memo.MemoController1,class battle.controllers.FireForwardController,30,480,0,0,575,802.9477021477511,520.7524869023231,1694.0672112108284,0.0
class battle.controllers.Memo.MemoController1,class battle.controllers.FireForwardController,70,50,0,0,954,917.1592913781354,614.779450481835,2831.0672112108286,0.0
